,cost
715,6738.828045206988
716,6741.08859530423
717,6723.407557353551
718,6713.794860938798
719,6751.624565812003
720,6702.948944311625
721,6729.567292017056
722,6704.66047148549
723,6729.265188867574
724,6720.937847962584
725,6730.902316487016
726,6701.386226374296
727,6720.033107467146
728,6727.830039385681
729,6720.944564435399
730,6725.7453247876365
731,6705.77766232292
732,6702.891866654381
733,6702.140994036532
734,6722.409885692747
735,6678.537418105835
736,6742.6389313025575
737,6704.504888503914
738,6715.397371984432
739,6695.148810450623
740,6710.152881877603
741,6728.388101996645
742,6704.418989228042
743,6699.595684857387
744,6727.776743123657
745,6746.768836759242
746,6725.437394730452
747,6706.108693188863
748,6734.590734083492
749,6691.657684927469
750,6730.410798203203
751,6714.028883316788
752,6740.5722511292115
753,6704.220253000925
754,6710.127342247852
755,6722.204120771095
756,6713.94933521936
757,6722.884569577782
758,6720.554246515244
759,6720.348611310264
760,6697.986512182521
761,6710.140563600209
762,6724.76642310928
763,6729.853928711687
764,6690.6782173509655
765,6710.13500176489
766,6739.111491951304
767,6704.753675950892
768,6726.593117036186
769,6722.640566450269
770,6720.783537225974
771,6714.465003343748
772,6715.750855880725
773,6705.249541141222
774,6713.304253923942
775,6705.10618521383
776,6720.025707829328
777,6712.847590956468
778,6717.274196970546
779,6710.6410823357055
780,6693.217701400525
781,6688.714587762855
782,6712.337431578307
783,6726.008369104969
784,6708.4769482689
785,6713.826609349516
786,6707.428771511966
787,6716.1685549585245
788,6693.32544860236
789,6735.4573095309515
790,6712.9842589468935
791,6717.308603097101
792,6718.692044493015
793,6702.51519869983
794,6734.514640588336
795,6749.878193784831
796,6709.426268957732
797,6705.2300697539495
798,6715.186741070729
799,6723.858557129694
800,6735.491414943062
801,6692.761626618929
802,6689.038448416403
803,6703.434672458826
804,6698.091978382261
805,6712.503512584163
806,6715.974235910875
807,6716.926909852425
808,6721.86381943306
809,6733.745979690355
810,6729.650427902087
811,6731.898883984964
812,6737.676050092222
813,6752.057259369623
814,6704.939598335789
815,6698.5123995856065
816,6707.017701266214
817,6725.755419701242
818,6723.27764536176
819,6729.343356469419
820,6695.560156901753
821,6705.183441248113
822,6740.231102245885
823,6730.432946276008
824,6691.582099985753
825,6726.203755566776
826,6696.7793614024085
827,6696.18678766939
828,6722.2324434955935
829,6680.057575950484
830,6726.773441976421
831,6735.105346572943
832,6692.123502344344
833,6730.516397618134
834,6710.930010965087
835,6718.790301277196
836,6726.175663113354
837,6741.489749253971
838,6712.3564692475475
839,6717.987155603619
840,6726.827545203535
841,6727.151226643072
842,6713.005217562747
843,6714.648915781556
844,6707.364188178994
845,6716.801464437461
846,6724.843316777065
847,6709.106380921853
848,6713.175231646829
849,6721.766916159696
850,6702.466093102517
851,6719.7133808978615
852,6704.576718211066
853,6696.576250147254
854,6719.513057931311
855,6734.30793466399
856,6713.366306759417
857,6719.756735432838
858,6706.064703918144
859,6720.756856481917
860,6727.1271169609145
861,6727.2667476333445
862,6724.443038067726
863,6701.603571082268
864,6694.000657464022
865,6719.427033660624
866,6728.513932130693
867,6710.209598389506
868,6713.109468490648
869,6723.738450836301
870,6727.225033245246
871,6753.470836593222
872,6706.925242920411
873,6709.184711051465
874,6729.683031400746
875,6746.201713160445
876,6718.0341810954
877,6709.300754226444
878,6716.544586526192
879,6737.733384461928
880,6715.328216725671
881,6747.446024548497
882,6717.356995041345
883,6716.872940788859
884,6719.5830622375
885,6722.553711466435
886,6722.0670614303035
887,6734.593741065269
888,6731.604490533294
889,6720.516647508492
890,6734.444744650867
891,6716.617641470655
892,6727.682619960132
893,6746.38041460517
894,6693.530739894172
895,6723.55965875735
896,6705.676568092749
897,6731.727199409529
898,6723.884705583588
899,6733.063208024658
900,6695.5860329848765
901,6736.064983158624
902,6715.824188196127
903,6708.9725414789555
904,6720.237818948919
905,6733.068525251146
906,6715.837037094214
907,6720.253202148972
908,6740.463692909159
909,6708.516836827684
910,6718.231030243211
911,6739.226098329118
912,6722.048552007274
913,6708.931537485713
914,6721.801508905945
915,6720.558168467042
916,6752.499951759225
917,6728.804188555752
918,6743.448643410386
919,6713.1655255101505
920,6714.4234604478215
921,6716.9854653252105
922,6727.518420827545
923,6743.725642192088
924,6713.194106915569
925,6720.943237101176
926,6691.032709441013
927,6711.9507236289755
928,6726.851116039643
929,6741.319055699807
930,6706.145759338599
931,6703.7458829318975
932,6707.30273350172
933,6700.028462862296
934,6715.122047563158
935,6737.671544436561
936,6749.646501182688
937,6715.913357462143
938,6712.709803648531
939,6735.277081948522
940,6703.9969042474295
941,6714.939720586742
942,6719.354858568594
943,6734.20213804876
944,6761.774724095878
945,6732.203496027867
946,6722.303824505141
947,6705.623633376132
948,6727.245888474587
949,6717.165946660777
950,6735.002589056286
951,6721.029070704123
952,6705.191507595304
953,6721.892930826429
954,6712.424798682785
955,6705.267952666331
956,6694.682277932327
957,6679.0231345704005
958,6729.974500155129
959,6722.56915000169
960,6718.036749187091
961,6735.0941367026335
962,6743.04520204646
963,6733.811307052582
964,6738.3590226310735
965,6728.38311454031
966,6709.988892824714
967,6710.405238162061
968,6724.006231717658
969,6718.400491160907
970,6711.034987234039
971,6697.144064083684
972,6710.682013364992
973,6711.825174280446
974,6752.883426312811
975,6709.543715804472
976,6761.760405332993
977,6705.740990224521
978,6716.16755838609
979,6709.586936258788
980,6722.735976760444
981,6742.181535096014
982,6729.529548759435
983,6712.179708845369
984,6701.162411426125
985,6717.453920907239
986,6734.176787458555
987,6732.349605409619
988,6708.214135726572
989,6716.7532867228365
990,6751.196121808545
991,6715.130811977695
992,6738.59723037145
993,6716.946523479702
994,6705.732650451564
995,6747.339114781525
996,6736.980355362798
997,6720.858088373765
998,6728.718096415602
999,6704.871634476964
