,cost
730,6657.091604991919
731,6714.6704483761
732,6824.108584527934
733,6791.154283791851
734,6609.491322234775
735,6759.403060905988
736,6756.418343305547
737,6675.353018061467
738,6880.073322791174
739,6577.024975326406
740,6666.709858256645
741,6746.724015967412
742,6887.484409316194
743,6835.453672673189
744,6691.383465386193
745,6601.42204630691
746,6567.915691212081
747,6752.402371384848
748,6824.9059119047215
749,6606.757464133231
750,6638.713036169467
751,6853.829043056626
752,6783.462797180925
753,6690.734907300512
754,6723.882309111243
755,6722.935205897114
756,6762.626172256567
757,6752.635450700504
758,6648.723044205044
759,6711.394750784853
760,6674.142370310358
761,6807.303849039774
762,6765.236303505276
763,6745.9360308636915
764,6767.359158187701
765,6799.364223093265
766,6813.173448683794
767,6636.611140177278
768,6748.030604375786
769,6615.471900615489
770,6651.006293588642
771,6697.996164282493
772,6765.87555392342
773,6688.852423104679
774,6654.493945405386
775,6885.874343107628
776,6702.456738049406
777,6902.588837778238
778,6834.430109015883
779,6792.084842594175
780,6725.286928133749
781,6840.795412631629
782,6716.749362114199
783,6698.431380618651
784,6673.340001181396
785,6750.419170872538
786,6767.20755000271
787,6718.231833661616
788,6698.922656060169
789,6753.443483736576
790,6608.995594141379
791,6680.8517526485
792,6808.601394246987
793,6715.617768610446
794,6623.105637392797
795,6796.494561422261
796,6703.882763086403
797,6795.17638404706
798,6853.389958803845
799,6768.651622415118
800,6711.557692645668
801,6582.6760739600095
802,6745.335540531899
803,6676.903812289513
804,6699.962329021367
805,6888.5340210849445
806,6573.943107538863
807,6821.420877613314
808,6605.710261069416
809,6764.672610766614
810,6740.046467818182
811,6979.193393197627
812,6872.158952398312
813,6757.22266171797
814,6842.8842365105575
815,6724.361853238804
816,6710.397322965022
817,6555.1619526326895
818,6767.8012244265265
819,6750.810539955071
820,6885.173125554788
821,6734.765404311919
822,6656.905673231856
823,6738.720977392756
824,6688.388690692996
825,6730.381908962984
826,6720.116236433883
827,6743.29672292324
828,6861.942804149654
829,6892.824379367382
830,6806.6682232095
831,6512.249141318822
832,6469.813939566639
833,6757.064459130423
834,6730.0751831587395
835,6829.5913178401215
836,6714.860447465295
837,6675.370978679037
838,6678.267925660371
839,6846.2746312416175
840,6801.749052417441
841,6827.0670771341465
842,6809.33056085493
843,6814.7191563999695
844,6804.633079464558
845,6697.13138404396
846,6678.247974116443
847,6849.597248991372
848,6714.809336547109
849,6727.4053080670865
850,6861.9499742265425
851,6738.64121496655
852,6632.593625289743
853,6818.676311877294
854,6720.457836717888
855,6777.760509367421
856,6703.733322560572
857,6692.301644541986
858,6775.8930639776
859,6630.106031095398
860,6717.313066664555
861,6683.046147545719
862,6899.376762973971
863,6587.545182186144
864,6719.900882170645
865,6829.895561524212
866,6550.080119824029
867,6612.259941334834
868,6794.511512566397
869,6769.046035136611
870,6882.468763825631
871,6766.405741661373
872,6773.3492922853775
873,6860.80752462138
874,6754.202736732259
875,6678.931197021722
876,6855.092206827951
877,6799.458320981431
878,6739.769622493546
879,6754.657175731628
880,6832.374081860053
881,6895.365681031413
882,6743.970839279924
883,6843.5926735518005
884,6796.169829311536
885,6793.672789070306
886,6803.676133007985
887,6757.771724476773
888,6798.71671385317
889,6797.526644385909
890,6622.362904370291
891,6607.578096335461
892,6707.633661716509
893,6820.165627538557
894,6766.036130858689
895,6730.8847247913545
896,6771.528931277587
897,6751.277142828828
898,6843.196076840094
899,6824.075000570558
900,6661.143394203519
901,6696.257998450942
902,6632.826736474751
903,6800.429607475472
904,6931.047439343665
905,6796.514266687831
906,6813.669990107838
907,7011.327484271804
908,6928.887789073538
909,6742.144047487644
910,6694.98156690098
911,6796.323295460609
912,6622.847409849275
913,6776.718245466434
914,6520.104314138777
915,6807.211445191769
916,6604.109798091146
917,6771.529023047817
918,6807.60877819464
919,6748.043554319334
920,6751.870240893942
921,6917.242519338464
922,6770.524367141643
923,6766.317108301835
924,6793.635125108721
925,6803.093605309586
926,6659.667526638524
927,6964.813340051554
928,6924.2575700975085
929,6723.1060338074785
930,6735.499958045367
931,6874.881198131381
932,6683.401409356142
933,6827.986819123965
934,6666.999901450029
935,6699.33108240951
936,6801.945767696466
937,6638.591470724261
938,6822.838858605576
939,6767.769544537312
940,6801.990668712213
941,6822.8543763895705
942,6756.837890664836
943,6761.987574793724
944,6761.103601085029
945,6779.309610907795
946,6607.548394941597
947,6659.607142435241
948,6585.551572874428
949,6794.678595486727
950,6627.205457871967
951,6743.004842446853
952,6844.242940314794
953,6558.9658442947975
954,6713.154897410427
955,6844.382673156586
956,6720.296463988984
957,6551.518938814313
958,6609.281871719106
959,6795.78887714753
960,6713.5952841508515
961,6805.213124687668
962,6821.452672041543
963,6890.0449548296665
964,6744.754064394831
965,6823.131164838514
966,6721.065227121775
967,6747.7534692120935
968,6766.293863680984
969,6800.171997684055
970,6776.23651884272
971,6619.692396103675
972,6750.111256667371
973,6791.582192057945
974,6615.296602671488
975,6739.263426694557
976,6833.153716525888
977,6792.463145279215
978,6724.910023776713
979,6982.217507647016
980,6690.614935621334
981,6864.336573114621
982,6710.893678237681
983,6720.335739200679
984,6870.651364847244
985,6879.263539502014
986,6706.991839974526
987,6614.064654304987
988,6676.603616813572
989,6650.154239988202
990,6925.395891571901
991,6549.917450491216
992,6669.774033378451
993,6823.813697514063
994,6599.982022845615
995,6634.767364215445
996,6729.387782898786
997,6849.002711320789
998,6700.4459592768635
999,6748.093575745435
