,cost
802,1876.9345414708039
803,1891.0445332658435
804,1838.4185154492234
805,1887.6614803944135
806,1920.981623381429
807,1936.8840155732223
808,1956.5542022157151
809,1935.520941449152
810,1912.799708618541
811,1841.7120218470982
812,1905.2279175051438
813,1893.5325431112794
814,2067.087167138669
815,1924.0247359050136
816,1906.3153125666224
817,1887.0030268987966
818,1915.1573858027325
819,1903.9149814685366
820,1851.2372771843072
821,1908.7040307373513
822,1911.034381476448
823,1847.2641431082118
824,1942.7356226338165
825,1930.822742819662
826,1965.6982691966211
827,1935.9732661982587
828,1931.561052592635
829,1912.977900024904
830,1989.1614562329335
831,1903.1070759463212
832,1950.6764610623761
833,1953.3019871692075
834,1923.305323339965
835,1948.4032927230896
836,1869.5300352331765
837,1925.8125223616346
838,1870.8260132345836
839,1935.4897004198558
840,1864.7320991023125
841,1925.9379331270914
842,1982.4428274016195
843,1912.722845201337
844,1879.324911062796
845,1933.1627452471798
846,1883.9406065385044
847,1919.1394322617841
848,1865.5918815142693
849,1879.3282940898737
850,1900.3479920668424
851,1930.6286623057883
852,1890.0519373049458
853,1920.9631413909788
854,1829.0424820507876
855,1931.0344457010399
856,1901.6032542895352
857,1883.5688454695203
858,1883.9803725410015
859,1886.961496848159
860,1884.7137270699743
861,1981.0451382655606
862,1918.199415877007
863,1989.091289261843
864,1961.0764673311937
865,1901.778940891262
866,1928.1623868075983
867,1926.215179969552
868,2006.905486143103
869,1852.9118472807659
870,1951.5267536723486
871,1828.5507224085572
872,1922.3457091633427
873,1871.1536550835826
874,2010.7989909019877
875,1865.7239164680234
876,1935.595304881852
877,1928.1031186584307
878,1879.9136082365756
879,1942.575393552234
880,1902.5375118307384
881,1912.0271926214639
882,1868.3843181654495
883,1918.2997849099406
884,1928.334282894435
885,1964.0754875117148
886,1818.2683212651286
887,1930.638333587965
888,1852.7130229211748
889,1944.2605904827678
890,1889.668653980185
891,1930.510785457953
892,1934.059167333738
893,1893.1771561059447
894,1936.082418538663
895,1811.5284855313641
896,1937.7628658292572
897,1894.5605250129413
898,1840.4497817532645
899,1918.2942982755203
900,1857.9616944301865
901,1880.0436993990713
902,1929.8446008707128
903,1882.763594644503
904,1876.7253416335766
905,1924.4964901229232
906,1911.4480757366232
907,1962.1982752868475
908,1885.3494027887523
909,1935.0043798235013
910,1917.7949276257139
911,1884.0394562044912
912,1861.8461073459887
913,1851.9113890856152
914,1841.8012061869013
915,1961.1026889147856
916,2002.8963114760209
917,1934.9918563146216
918,1923.4599001243912
919,1912.6718055121755
920,1876.4273669781253
921,1903.4731701247288
922,1872.955648723505
923,1898.9960258057579
924,1977.557714380848
925,1928.6349016407628
926,1987.9990534806432
927,1844.8771398551785
928,1915.64424432737
929,1895.3245650563842
930,1899.7130463655737
931,1831.9209065328964
932,1973.7081948633684
933,1911.9557729650596
934,1868.3684314475413
935,1855.763455246482
936,1908.119945586475
937,1911.414559642912
938,1924.9514073042328
939,1967.8722108743907
940,1874.3139897379651
941,1910.7347792317294
942,1827.699969560026
943,1863.3883735900686
944,1986.2995792500285
945,1907.4031526213307
946,1954.7841614922386
947,1873.7102829266908
948,1865.11093778622
949,1864.899740754258
950,1922.6529217889702
951,1921.086001315378
952,1910.9766217122076
953,1920.0790862113902
954,1929.6819758373401
955,1934.8170640740386
956,1902.3262323426663
957,2008.9654930738677
958,1867.3454068772746
959,1900.6473659300952
960,1912.6806601142064
961,1917.8349010113907
962,1885.1719439782896
963,1898.292682004068
964,1933.482773892892
965,1866.6510587924492
966,1925.1787869041232
967,1869.1615989258319
968,1953.9068945582267
969,1947.647593941458
970,1917.2728052313312
971,1912.3687684026224
972,1828.518300483425
973,1829.2864764422275
974,1920.3036123984004
975,1920.5655041638665
976,1848.496129109541
977,1864.0528620275622
978,1858.0514766416898
979,1965.4408020207518
980,1863.4310393069006
981,1900.766081640067
982,1869.6239544282744
983,1809.476009186535
984,1835.0303457736031
985,1834.665326051155
986,1943.4956541591328
987,1881.8404414685574
988,1980.0460457983147
989,1945.498249323104
990,1918.7884954000115
991,1930.0270865662874
992,1975.5975232431522
993,1995.9288170206182
994,1841.869896716413
995,1873.4087652300702
996,1898.6331721867264
997,1989.5035015917936
998,1860.5282943459333
999,1818.1176785469977
