,cost
940,1865.967180781447
941,1898.7516228079305
942,1854.1730384340724
943,1862.7101704827926
944,2005.0289769866936
945,1906.3830837810888
946,1979.0684484014416
947,1863.9805389453468
948,1835.7123181101608
949,1873.560208077102
950,1929.5612436613253
951,1899.2698334506865
952,1901.6488991531185
953,1923.6619861575543
954,1921.6173261523104
955,1934.6588860828267
956,1928.5184006126374
957,2004.1221613123346
958,1855.5238837050379
959,1881.1868695836258
960,1920.2275784471658
961,1920.1432173862577
962,1870.4335506858458
963,1902.4701310099317
964,1919.2584838156736
965,1843.331704519706
966,1938.6465333144831
967,1860.1005106695131
968,1966.541011790667
969,1956.3781022358755
970,1902.1272599537883
